,datetime,result,temperature,percipitation,wind_degree,wind_speed,air_pressure,sea_level_pressure,humidity,solar_radiation,solar_intensity
0,2019-07-01 00:00:00,0.0,23.21833333333336,0.0,229.1916666666667,1.0500000000000005,997.2616666666652,1003.7616666666652,85.03666666666669,0.0,0.0
1,2019-07-01 01:00:00,0.0,23.15166666666666,0.0,239.1033333333333,1.0450000000000002,997.0999999999992,1003.5999999999992,85.97499999999997,0.0,0.0
2,2019-07-01 02:00:00,0.0,23.055000000000003,0.0,242.78333333333333,1.1433333333333338,996.9566666666667,1003.4566666666667,86.45166666666668,0.0,0.0
3,2019-07-01 03:00:00,0.0,22.830000000000005,0.0,248.84833333333347,1.1699999999999997,997.1116666666671,1003.6116666666671,87.33499999999998,0.0,0.0
4,2019-07-01 04:00:00,0.0,22.510000000000005,0.0,243.71833333333336,0.9966666666666666,997.3200000000003,1003.8200000000003,88.98000000000003,0.0,0.0
5,2019-07-01 05:00:00,0.09979410400000001,22.21833333333334,0.0,258.9600000000001,1.0133333333333334,997.9649999999988,1004.4649999999988,90.37333333333326,0.02083333333333335,0.0
6,2019-07-01 06:00:00,2.39386573,22.54166666666667,0.0,234.0583333333333,0.8366666666666664,998.1499999999987,1004.6499999999987,88.49499999999998,0.1788333333333334,0.0
7,2019-07-01 07:00:00,5.3452108,22.73500000000001,0.0,242.4783333333333,0.7866666666666667,998.4350000000003,1004.9350000000003,86.29500000000002,0.2436666666666667,0.0
8,2019-07-01 08:00:00,12.1074352,23.274999999999995,0.0,219.5183333333333,0.8450000000000002,998.3500000000003,1004.8500000000003,81.6266666666667,0.4581666666666666,0.0
9,2019-07-01 09:00:00,24.455758,23.93166666666667,0.0,275.5283333333333,1.435,998.53,1005.03,77.15,0.8631666666666665,0.0
10,2019-07-01 10:00:00,43.047528,24.295,0.0,267.93333333333334,1.4233333333333331,998.74,1005.2266666666666,68.70666666666666,1.080833333333333,0.0
11,2019-07-01 11:00:00,60.714603000000004,25.37333333333333,0.0,243.70500000000004,1.3833333333333335,998.8700000000008,1005.3600000000008,63.615,1.6950000000000007,118.81666666666666
12,2019-07-01 12:00:00,65.31407999999999,26.55333333333333,0.0,268.85166666666674,1.7450000000000003,999.215,1005.66,57.59,2.531333333333332,1126.4666666666667
13,2019-07-01 13:00:00,49.35887,26.50666666666667,0.0,251.87833333333333,1.635,999.0016666666667,1005.4316666666672,59.28333333333331,1.9008333333333347,526.7166666666667
14,2019-07-01 14:00:00,42.351655,26.86166666666665,0.0,246.03166666666667,1.8200000000000005,999.1499999999997,1005.5500000000003,58.835,1.4596666666666636,423.5333333333333
15,2019-07-01 15:00:00,52.151503999999996,27.52333333333333,0.0,230.34666666666644,1.7983333333333331,998.956666666667,1005.3566666666676,54.61333333333333,1.8050000000000013,2592.5333333333333
16,2019-07-01 16:00:00,32.3861103,27.353333333333346,0.0,257.42,1.8483333333333327,998.8683333333344,1005.2683333333333,53.41833333333332,1.359333333333332,1937.9833333333331
17,2019-07-01 17:00:00,30.7939405,27.043333333333337,0.0,250.20166666666665,2.146666666666667,998.7033333333324,1005.1033333333328,59.31333333333333,1.1418333333333326,1517.5999999999995
18,2019-07-01 18:00:00,16.943006169999997,27.071666666666665,0.0,243.69,2.0783333333333336,998.7966666666672,1005.1966666666664,57.56166666666668,0.9881666666666682,2884.8166666666675
19,2019-07-01 19:00:00,2.84723913,25.944999999999986,0.0,245.09,1.895000000000001,999.0316666666664,1005.5183333333329,60.33000000000001,0.3893333333333313,2129.9333333333325
20,2019-07-01 20:00:00,0.036000000000000004,24.78500000000001,0.0,244.2,1.3766666666666667,999.4350000000003,1005.911666666667,63.01333333333334,0.054499999999990216,16.600000000000364
21,2019-07-01 21:00:00,0.0,23.85333333333333,0.0,240.19333333333333,1.1816666666666669,1000.2483333333333,1006.7483333333333,66.18999999999998,0.00949999999999207,0.0
22,2019-07-01 22:00:00,0.0,22.85833333333333,0.0,259.63666666666666,1.2883333333333336,1000.8633333333336,1007.3633333333336,70.17833333333333,0.0,0.0
23,2019-07-01 23:00:00,0.0,22.08833333333333,0.0,251.0933333333334,1.09,1001.3250000000007,1007.8950000000003,72.66166666666666,0.0,0.0
24,2019-07-02 00:00:00,0.0,21.451666666666664,0.0,248.52666666666664,0.645,1001.4500000000003,1008.0499999999993,74.41000000000005,-15.910333333333314,-13053.75
25,2019-07-02 01:00:00,0.0,20.84,0.0,238.27666666666667,0.485,1001.6049999999992,1008.2049999999992,76.20000000000002,-0.2696666666666667,-221.25
26,2019-07-02 02:00:00,0.0,20.371666666666666,0.0,174.61666666666665,0.3649999999999999,1001.5216666666668,1008.1216666666658,78.39499999999998,0.0,0.0
27,2019-07-02 03:00:00,0.0,19.790000000000006,0.0,152.26666666666677,1.0366666666666666,1001.5849999999988,1008.1850000000012,81.47000000000001,0.0,0.0
28,2019-07-02 04:00:00,0.0,19.293333333333347,0.0,157.16666666666666,0.385,1002.1166666666674,1008.7166666666676,81.89166666666667,0.0,0.0
