일시,result,temperature,percipitation,wind_degree,wind_speed,air_pressure,sea_level_pressure,humidity,solar_radiation,solar_intensity
2020-01-01 00:00:00,0.0,-6.54,0.0,208.97333333333336,0.9266666666666667,1027.7666666666667,1035.2666666666667,65.97999999999999,0.0,0.0
2020-01-01 00:15:00,0.0,-6.613333333333332,0.0,204.83333333333331,1.1466666666666667,1027.5600000000004,1035.0600000000004,65.73333333333333,0.0,0.0
2020-01-01 00:30:00,0.0,-6.5,0.0,222.32,0.8333333333333333,1027.4,1034.9,65.26666666666667,0.0,0.0
2020-01-01 00:45:00,0.0,-6.593333333333333,0.0,209.5,1.36,1027.3399999999997,1034.8399999999997,64.41333333333334,0.0,0.0
2020-01-01 01:00:00,0.0,-6.54,0.0,183.72000000000008,1.0466666666666666,1027.186666666667,1034.686666666667,64.58,0.0,0.0
2020-01-01 01:15:00,0.0,-6.733333333333336,0.0,133.84666666666666,1.5533333333333337,1026.7733333333335,1034.2733333333335,65.96666666666667,0.0,0.0
2020-01-01 01:30:00,0.0,-6.993333333333334,0.0,144.07333333333332,1.3666666666666667,1026.54,1034.04,66.94,0.0,0.0
2020-01-01 01:45:00,0.0,-6.953333333333332,0.0,137.44666666666666,1.4400000000000002,1026.4,1033.9,66.88,0.0,0.0
2020-01-01 02:00:00,0.0,-6.940000000000001,0.0,135.06,1.4,1026.5666666666666,1034.0666666666666,68.16,0.0,0.0
2020-01-01 02:15:00,0.0,-6.6933333333333325,0.0,145.88,1.2666666666666664,1026.5933333333335,1034.0933333333335,68.61333333333333,0.0,0.0
2020-01-01 02:30:00,0.0,-6.579999999999999,0.0,144.21999999999997,1.92,1026.48,1033.98,68.55333333333333,0.0,0.0
2020-01-01 02:45:00,0.0,-6.5,0.0,135.9933333333333,1.5599999999999998,1026.46,1033.96,67.56666666666668,0.0,0.0
2020-01-01 03:00:00,0.0,-6.38,0.0,145.38666666666668,1.0866666666666664,1026.5066666666667,1034.0066666666667,67.28666666666666,0.0,0.0
